title,url,rating,price,availability,price usd
The Travelers,the-travelers_285/index.html,one,15.77,instock,13.77
The Tipping Point: How Little Things Can Make a Big Difference,the-tipping-point-how-little-things-can-make-a-big-difference_284/index.html,two,10.02,instock,8.75
The Thing About Jellyfish,the-thing-about-jellyfish_283/index.html,one,48.77,instock,42.59
The Stand,the-stand_282/index.html,two,57.86,instock,50.53
The Smitten Kitchen Cookbook,the-smitten-kitchen-cookbook_281/index.html,one,23.59,instock,20.6
The Silkworm (Cormoran Strike #2),the-silkworm-cormoran-strike-2_280/index.html,five,23.05,instock,20.13
"The Sandman, Vol. 3: Dream Country (The Sandman (volumes) #3)",the-sandman-vol-3-dream-country-the-sandman-volumes-3_279/index.html,five,55.55,instock,48.51
The Rose & the Dagger (The Wrath and the Dawn #2),the-rose-the-dagger-the-wrath-and-the-dawn-2_278/index.html,four,58.64,instock,51.21
The Road to Little Dribbling: Adventures of an American in Britain (Notes From a Small Island #2),the-road-to-little-dribbling-adventures-of-an-american-in-britain-notes-from-a-small-island-2_277/index.html,one,23.21,instock,20.27
The Rise of Theodore Roosevelt (Theodore Roosevelt #1),the-rise-of-theodore-roosevelt-theodore-roosevelt-1_276/index.html,three,42.57,instock,37.18
The Restaurant at the End of the Universe (Hitchhiker's Guide to the Galaxy #2),the-restaurant-at-the-end-of-the-universe-hitchhikers-guide-to-the-galaxy-2_275/index.html,one,10.92,instock,9.54
The Rest Is Noise: Listening to the Twentieth Century,the-rest-is-noise-listening-to-the-twentieth-century_274/index.html,one,34.77,instock,30.36
The Red Tent,the-red-tent_273/index.html,five,35.66,instock,31.14
The Purpose Driven Life: What on Earth Am I Here for?,the-purpose-driven-life-what-on-earth-am-i-here-for_272/index.html,three,37.19,instock,32.48
The Purest Hook (Second Circle Tattoos #3),the-purest-hook-second-circle-tattoos-3_271/index.html,one,12.25,instock,10.7
The Picture of Dorian Gray,the-picture-of-dorian-gray_270/index.html,two,29.7,instock,25.94
The Paris Wife,the-paris-wife_269/index.html,three,36.8,instock,32.14
The Obsession,the-obsession_268/index.html,one,45.43,instock,39.67
The Nightingale,the-nightingale_267/index.html,four,26.26,instock,22.93
The New Guy (and Other Senior Year Distractions),the-new-guy-and-other-senior-year-distractions_266/index.html,three,44.92,instock,39.23
The Nanny Diaries (Nanny #1),the-nanny-diaries-nanny-1_265/index.html,five,52.53,instock,45.87
The Name of God is Mercy,the-name-of-god-is-mercy_264/index.html,two,37.25,instock,32.53
The Maze Runner (The Maze Runner #1),the-maze-runner-the-maze-runner-1_263/index.html,one,20.93,instock,18.28
The Lover's Dictionary,the-lovers-dictionary_262/index.html,two,58.09,instock,50.73
The Lonely Ones,the-lonely-ones_261/index.html,five,43.59,instock,38.07
The Lean Startup: How Today's Entrepreneurs Use Continuous Innovation to Create Radically Successful Businesses,the-lean-startup-how-todays-entrepreneurs-use-continuous-innovation-to-create-radically-successful-businesses_260/index.html,three,33.92,instock,29.62
The Last Painting of Sara de Vos,the-last-painting-of-sara-de-vos_259/index.html,two,55.55,instock,48.51
"The Land of 10,000 Madonnas",the-land-of-10000-madonnas_258/index.html,four,29.64,instock,25.88
The Infinities,the-infinities_257/index.html,one,27.41,instock,23.94
The Husband's Secret,the-husbands-secret_256/index.html,five,52.51,instock,45.86
The Hitchhiker's Guide to the Galaxy (Hitchhiker's Guide to the Galaxy #1),the-hitchhikers-guide-to-the-galaxy-hitchhikers-guide-to-the-galaxy-1_255/index.html,three,47.8,instock,41.74
The Guns of August,the-guns-of-august_254/index.html,two,14.54,instock,12.7
The Guernsey Literary and Potato Peel Pie Society,the-guernsey-literary-and-potato-peel-pie-society_253/index.html,one,49.53,instock,43.25
The Goldfinch,the-goldfinch_252/index.html,three,43.58,instock,38.06
The Giver (The Giver Quartet #1),the-giver-the-giver-quartet-1_251/index.html,one,12.3,instock,10.74
The Girl with All the Gifts,the-girl-with-all-the-gifts_250/index.html,three,49.47,instock,43.2
The Girl Who Played with Fire (Millennium Trilogy #2),the-girl-who-played-with-fire-millennium-trilogy-2_249/index.html,two,22.14,instock,19.33
The Girl Who Kicked the Hornet's Nest (Millennium Trilogy #3),the-girl-who-kicked-the-hornets-nest-millennium-trilogy-3_248/index.html,one,57.48,instock,50.2
The Exiled,the-exiled_247/index.html,three,43.45,instock,37.94
"The End of Faith: Religion, Terror, and the Future of Reason",the-end-of-faith-religion-terror-and-the-future-of-reason_246/index.html,four,22.13,instock,19.33
"The Elegant Universe: Superstrings, Hidden Dimensions, and the Quest for the Ultimate Theory",the-elegant-universe-superstrings-hidden-dimensions-and-the-quest-for-the-ultimate-theory_245/index.html,four,13.03,instock,11.38
"The Disappearing Spoon: And Other True Tales of Madness, Love, and the History of the World from the Periodic Table of the Elements",the-disappearing-spoon-and-other-true-tales-of-madness-love-and-the-history-of-the-world-from-the-periodic-table-of-the-elements_244/index.html,five,57.35,instock,50.08
The Devil Wears Prada (The Devil Wears Prada #1),the-devil-wears-prada-the-devil-wears-prada-1_243/index.html,one,44.29,instock,38.68
The Demon-Haunted World: Science as a Candle in the Dark,the-demon-haunted-world-science-as-a-candle-in-the-dark_242/index.html,four,52.25,instock,45.63
The Day the Crayons Came Home (Crayons),the-day-the-crayons-came-home-crayons_241/index.html,five,26.33,instock,22.99
The Da Vinci Code (Robert Langdon #2),the-da-vinci-code-robert-langdon-2_240/index.html,two,22.96,instock,20.05
The Cuckoo's Calling (Cormoran Strike #1),the-cuckoos-calling-cormoran-strike-1_239/index.html,one,19.21,instock,16.78
The Complete Stories and Poems (The Works of Edgar Allan Poe [Cameo Edition]),the-complete-stories-and-poems-the-works-of-edgar-allan-poe-cameo-edition_238/index.html,four,26.78,instock,23.39
The Complete Poems,the-complete-poems_237/index.html,five,41.32,instock,36.08
The Catcher in the Rye,the-catcher-in-the-rye_236/index.html,one,24.55,instock,21.44
The Cat in the Hat (Beginner Books B-1),the-cat-in-the-hat-beginner-books-b-1_235/index.html,two,16.26,instock,14.2
The Case for Christ (Cases for Christianity),the-case-for-christ-cases-for-christianity_234/index.html,one,47.84,instock,41.78
The Book Thief,the-book-thief_233/index.html,two,53.49,instock,46.71
The Book of Basketball: The NBA According to The Sports Guy,the-book-of-basketball-the-nba-according-to-the-sports-guy_232/index.html,five,44.84,instock,39.16
The Blind Side: Evolution of a Game,the-blind-side-evolution-of-a-game_231/index.html,five,53.71,instock,46.9
The Autobiography of Malcolm X,the-autobiography-of-malcolm-x_230/index.html,two,23.43,instock,20.46
"The Art of Simple Food: Notes, Lessons, and Recipes from a Delicious Revolution",the-art-of-simple-food-notes-lessons-and-recipes-from-a-delicious-revolution_229/index.html,three,34.32,instock,29.97
The Art of Fielding,the-art-of-fielding_228/index.html,one,22.1,instock,19.3
"Surely You're Joking, Mr. Feynman!: Adventures of a Curious Character",surely-youre-joking-mr-feynman-adventures-of-a-curious-character_227/index.html,two,25.83,instock,22.56
Stiff: The Curious Lives of Human Cadavers,stiff-the-curious-lives-of-human-cadavers_226/index.html,three,36.74,instock,32.08
Spilled Milk: Based on a True Story,spilled-milk-based-on-a-true-story_225/index.html,one,49.51,instock,43.24
Something Borrowed (Darcy & Rachel #1),something-borrowed-darcy-rachel-1_224/index.html,five,48.96,instock,42.76
Something Blue (Darcy & Rachel #2),something-blue-darcy-rachel-2_223/index.html,one,54.62,instock,47.7
Soldier (Talon #3),soldier-talon-3_222/index.html,two,24.72,instock,21.59
Shopaholic & Baby (Shopaholic #5),shopaholic-baby-shopaholic-5_221/index.html,two,46.45,instock,40.56
Seven Days in the Art World,seven-days-in-the-art-world_220/index.html,two,52.33,instock,45.7
Seven Brief Lessons on Physics,seven-brief-lessons-on-physics_219/index.html,four,30.6,instock,26.72
Scarlet (The Lunar Chronicles #2),scarlet-the-lunar-chronicles-2_218/index.html,four,14.57,instock,12.72
Sarah's Key,sarahs-key_217/index.html,one,46.29,instock,40.42
"Saga, Volume 3 (Saga (Collected Editions) #3)",saga-volume-3-saga-collected-editions-3_216/index.html,five,21.57,instock,18.84
Running with Scissors,running-with-scissors_215/index.html,four,12.91,instock,11.27
Rogue Lawyer (Rogue Lawyer #1),rogue-lawyer-rogue-lawyer-1_214/index.html,three,50.11,instock,43.76
"Rise of the Rocket Girls: The Women Who Propelled Us, from Missiles to the Moon to Mars",rise-of-the-rocket-girls-the-women-who-propelled-us-from-missiles-to-the-moon-to-mars_213/index.html,four,41.67,instock,36.39
Rework,rework_212/index.html,two,44.88,instock,39.19
Reservations for Two,reservations-for-two_211/index.html,three,11.1,instock,9.69
Red: The True Story of Red Riding Hood,red-the-true-story-of-red-riding-hood_210/index.html,three,28.54,instock,24.92
Ready Player One,ready-player-one_209/index.html,four,19.07,instock,16.65
Quiet: The Power of Introverts in a World That Can't Stop Talking,quiet-the-power-of-introverts-in-a-world-that-cant-stop-talking_208/index.html,one,43.55,instock,38.03
Prodigy: The Graphic Novel (Legend: The Graphic Novel #2),prodigy-the-graphic-novel-legend-the-graphic-novel-2_207/index.html,three,43.63,instock,38.1
Persepolis: The Story of a Childhood (Persepolis #1-2),persepolis-the-story-of-a-childhood-persepolis-1-2_206/index.html,one,39.13,instock,34.17
Packing for Mars: The Curious Science of Life in the Void,packing-for-mars-the-curious-science-of-life-in-the-void_205/index.html,two,56.68,instock,49.5
Outliers: The Story of Success,outliers-the-story-of-success_204/index.html,one,14.16,instock,12.37
Original Fake,original-fake_203/index.html,three,31.45,instock,27.46
Orange Is the New Black,orange-is-the-new-black_202/index.html,two,24.61,instock,21.49
One for the Money (Stephanie Plum #1),one-for-the-money-stephanie-plum-1_201/index.html,two,32.87,instock,28.7
Notes from a Small Island (Notes From a Small Island #1),notes-from-a-small-island-notes-from-a-small-island-1_200/index.html,one,40.17,instock,35.08
Night (The Night Trilogy #1),night-the-night-trilogy-1_199/index.html,one,13.51,instock,11.8
Neither Here nor There: Travels in Europe,neither-here-nor-there-travels-in-europe_198/index.html,three,38.95,instock,34.01
Naked,naked_197/index.html,three,31.69,instock,27.67
Morning Star (Red Rising #3),morning-star-red-rising-3_196/index.html,one,29.4,instock,25.67
"Miracles from Heaven: A Little Girl, Her Journey to Heaven, and Her Amazing Story of Healing",miracles-from-heaven-a-little-girl-her-journey-to-heaven-and-her-amazing-story-of-healing_195/index.html,one,57.83,instock,50.5
Midnight Riot (Peter Grant/ Rivers of London - books #1),midnight-riot-peter-grant-rivers-of-london-books-1_194/index.html,two,55.46,instock,48.43
Me Talk Pretty One Day,me-talk-pretty-one-day_193/index.html,two,57.6,instock,50.3
Manuscript Found in Accra,manuscript-found-in-accra_192/index.html,two,34.98,instock,30.55
Lust & Wonder,lust-wonder_191/index.html,two,11.87,instock,10.37
Lila (Gilead #3),lila-gilead-3_190/index.html,three,12.47,instock,10.89
"Life, the Universe and Everything (Hitchhiker's Guide to the Galaxy #3)",life-the-universe-and-everything-hitchhikers-guide-to-the-galaxy-3_189/index.html,two,33.26,instock,29.05
Life Without a Recipe,life-without-a-recipe_188/index.html,five,59.04,instock,51.56
Life After Life,life-after-life_187/index.html,two,26.13,instock,22.82
Letter to a Christian Nation,letter-to-a-christian-nation_186/index.html,one,22.2,instock,19.39
Let's Pretend This Never Happened: A Mostly True Memoir,lets-pretend-this-never-happened-a-mostly-true-memoir_185/index.html,one,45.11,instock,39.39
Legend (Legend #1),legend-legend-1_184/index.html,four,43.69,instock,38.15
"Lean In: Women, Work, and the Will to Lead",lean-in-women-work-and-the-will-to-lead_183/index.html,one,25.02,instock,21.85
"Lamb: The Gospel According to Biff, Christ's Childhood Pal",lamb-the-gospel-according-to-biff-christs-childhood-pal_182/index.html,five,55.5,instock,48.47
Lady Renegades (Rebel Belle #3),lady-renegades-rebel-belle-3_181/index.html,five,53.04,instock,46.32
Jurassic Park (Jurassic Park #1),jurassic-park-jurassic-park-1_180/index.html,one,44.97,instock,39.27
It's Never Too Late to Begin Again: Discovering Creativity and Meaning at Midlife and Beyond,its-never-too-late-to-begin-again-discovering-creativity-and-meaning-at-midlife-and-beyond_179/index.html,one,42.38,instock,37.01
Is Everyone Hanging Out Without Me? (And Other Concerns),is-everyone-hanging-out-without-me-and-other-concerns_178/index.html,three,20.11,instock,17.56
Into the Wild,into-the-wild_177/index.html,five,56.7,instock,49.52
Inferno (Robert Langdon #4),inferno-robert-langdon-4_176/index.html,five,41.0,instock,35.8
"In the Garden of Beasts: Love, Terror, and an American Family in Hitler's Berlin",in-the-garden-of-beasts-love-terror-and-an-american-family-in-hitlers-berlin_175/index.html,three,28.85,instock,25.19
If I Run (If I Run #1),if-i-run-if-i-run-1_174/index.html,four,49.97,instock,43.64
I've Got Your Number,ive-got-your-number_173/index.html,one,19.69,instock,17.2
I Am Malala: The Girl Who Stood Up for Education and Was Shot by the Taliban,i-am-malala-the-girl-who-stood-up-for-education-and-was-shot-by-the-taliban_172/index.html,two,28.88,instock,25.22
Hungry Girl Clean & Hungry: Easy All-Natural Recipes for Healthy Eating in the Real World,hungry-girl-clean-hungry-easy-all-natural-recipes-for-healthy-eating-in-the-real-world_171/index.html,three,33.14,instock,28.94
"House of Lost Worlds: Dinosaurs, Dynasties, and the Story of Life on Earth",house-of-lost-worlds-dinosaurs-dynasties-and-the-story-of-life-on-earth_170/index.html,two,43.7,instock,38.16
House of Leaves,house-of-leaves_169/index.html,one,54.89,instock,47.93
Horrible Bear!,horrible-bear_168/index.html,two,37.52,instock,32.77
Holidays on Ice,holidays-on-ice_167/index.html,two,51.07,instock,44.6
Heir to the Sky,heir-to-the-sky_166/index.html,four,44.07,instock,38.49
Green Eggs and Ham (Beginner Books B-16),green-eggs-and-ham-beginner-books-b-16_165/index.html,four,10.79,instock,9.42
"Grayson, Vol 3: Nemesis (Grayson #3)",grayson-vol-3-nemesis-grayson-3_164/index.html,one,42.72,instock,37.31
Gratitude,gratitude_163/index.html,five,26.66,instock,23.28
Gone Girl,gone-girl_162/index.html,five,37.6,instock,32.84
Golden (Heart of Dread #3),golden-heart-of-dread-3_161/index.html,four,42.21,instock,36.86
Girl in the Blue Coat,girl-in-the-blue-coat_160/index.html,two,46.83,instock,40.9
"Fruits Basket, Vol. 3 (Fruits Basket #3)",fruits-basket-vol-3-fruits-basket-3_159/index.html,two,45.17,instock,39.45
"Friday Night Lights: A Town, a Team, and a Dream",friday-night-lights-a-town-a-team-and-a-dream_158/index.html,three,51.22,instock,44.73
Fire Bound (Sea Haven/Sisters of the Heart #5),fire-bound-sea-havensisters-of-the-heart-5_157/index.html,four,21.28,instock,18.58
Fifty Shades Freed (Fifty Shades #3),fifty-shades-freed-fifty-shades-3_156/index.html,five,15.36,instock,13.41
Fellside,fellside_155/index.html,one,38.62,instock,33.73
Extreme Prey (Lucas Davenport #26),extreme-prey-lucas-davenport-26_154/index.html,three,25.4,instock,22.18
Eragon (The Inheritance Cycle #1),eragon-the-inheritance-cycle-1_153/index.html,three,43.87,instock,38.31
Eclipse (Twilight #3),eclipse-twilight-3_152/index.html,one,18.74,instock,16.37
Dune (Dune #1),dune-dune-1_151/index.html,one,54.86,instock,47.91
Dracula,dracula_150/index.html,three,52.62,instock,45.95
Do Androids Dream of Electric Sheep? (Blade Runner #1),do-androids-dream-of-electric-sheep-blade-runner-1_149/index.html,one,51.48,instock,44.96
Disrupted: My Misadventure in the Start-Up Bubble,disrupted-my-misadventure-in-the-start-up-bubble_148/index.html,five,15.28,instock,13.34
Dead Wake: The Last Crossing of the Lusitania,dead-wake-the-last-crossing-of-the-lusitania_147/index.html,five,39.24,instock,34.27
"David and Goliath: Underdogs, Misfits, and the Art of Battling Giants",david-and-goliath-underdogs-misfits-and-the-art-of-battling-giants_146/index.html,one,17.81,instock,15.55
Darkfever (Fever #1),darkfever-fever-1_145/index.html,one,56.02,instock,48.92
Dark Places,dark-places_144/index.html,five,23.9,instock,20.87
Crazy Rich Asians (Crazy Rich Asians #1),crazy-rich-asians-crazy-rich-asians-1_143/index.html,five,49.13,instock,42.9
Counting Thyme,counting-thyme_142/index.html,one,10.62,instock,9.27
Cosmos,cosmos_141/index.html,two,36.17,instock,31.59
Civilization and Its Discontents,civilization-and-its-discontents_140/index.html,two,59.95,instock,52.35
Cinder (The Lunar Chronicles #1),cinder-the-lunar-chronicles-1_139/index.html,one,26.09,instock,22.78
Catastrophic Happiness: Finding Joy in Childhood's Messy Years,catastrophic-happiness-finding-joy-in-childhoods-messy-years_138/index.html,two,37.35,instock,32.62
Career of Evil (Cormoran Strike #3),career-of-evil-cormoran-strike-3_137/index.html,two,24.72,instock,21.59
Breaking Dawn (Twilight #4),breaking-dawn-twilight-4_136/index.html,five,35.28,instock,30.81
Brave Enough,brave-enough_135/index.html,five,51.32,instock,44.82
Boy Meets Boy,boy-meets-boy_134/index.html,three,21.12,instock,18.44
"Born to Run: A Hidden Tribe, Superathletes, and the Greatest Race the World Has Never Seen",born-to-run-a-hidden-tribe-superathletes-and-the-greatest-race-the-world-has-never-seen_133/index.html,two,27.35,instock,23.88
Blink: The Power of Thinking Without Thinking,blink-the-power-of-thinking-without-thinking_132/index.html,five,21.74,instock,18.99
Black Flags: The Rise of ISIS,black-flags-the-rise-of-isis_131/index.html,one,40.87,instock,35.69
"Black Butler, Vol. 1 (Black Butler #1)",black-butler-vol-1-black-butler-1_130/index.html,one,49.31,instock,43.06
Big Little Lies,big-little-lies_129/index.html,one,22.11,instock,19.31
Between Shades of Gray,between-shades-of-gray_128/index.html,five,20.79,instock,18.16
Best of My Love (Fool's Gold #20),best-of-my-love-fools-gold-20_127/index.html,two,27.41,instock,23.94
Beowulf,beowulf_126/index.html,two,38.35,instock,33.49
Beautiful Creatures (Caster Chronicles #1),beautiful-creatures-caster-chronicles-1_125/index.html,five,21.55,instock,18.82
Awkward,awkward_124/index.html,two,38.02,instock,33.2
Ash,ash_123/index.html,four,22.06,instock,19.26
Are We There Yet?,are-we-there-yet_122/index.html,three,10.66,instock,9.31
Are We Smart Enough to Know How Smart Animals Are?,are-we-smart-enough-to-know-how-smart-animals-are_121/index.html,one,56.58,instock,49.41
Annie on My Mind,annie-on-my-mind_120/index.html,five,36.83,instock,32.16
And Then There Were None,and-then-there-were-none_119/index.html,two,35.01,instock,30.57
A Walk in the Woods: Rediscovering America on the Appalachian Trail,a-walk-in-the-woods-rediscovering-america-on-the-appalachian-trail_118/index.html,four,30.48,instock,26.62
A Visit from the Goon Squad,a-visit-from-the-goon-squad_117/index.html,five,14.08,instock,12.3
A Storm of Swords (A Song of Ice and Fire #3),a-storm-of-swords-a-song-of-ice-and-fire-3_116/index.html,two,31.22,instock,27.26
A Heartbreaking Work of Staggering Genius,a-heartbreaking-work-of-staggering-genius_115/index.html,five,54.29,instock,47.41
8 Keys to Mental Health Through Exercise,8-keys-to-mental-health-through-exercise_114/index.html,one,31.04,instock,27.11
#GIRLBOSS,girlboss_113/index.html,one,50.96,instock,44.5
"The Suffragettes (Little Black Classics, #96)",the-suffragettes-little-black-classics-96_112/index.html,two,11.89,instock,10.38
The Sense of an Ending,the-sense-of-an-ending_111/index.html,three,31.38,instock,27.4
"The Sandman, Vol. 2: The Doll's House (The Sandman (volumes) #2)",the-sandman-vol-2-the-dolls-house-the-sandman-volumes-2_110/index.html,one,54.81,instock,47.86
The Course of Love,the-course-of-love_109/index.html,three,16.78,instock,14.65
Sugar Rush (Offensive Line #2),sugar-rush-offensive-line-2_108/index.html,one,24.42,instock,21.33
"Saga, Volume 2 (Saga (Collected Editions) #2)",saga-volume-2-saga-collected-editions-2_107/index.html,three,11.75,instock,10.26
"Run, Spot, Run: The Ethics of Keeping Pets",run-spot-run-the-ethics-of-keeping-pets_106/index.html,one,20.02,instock,17.48
New Moon (Twilight #2),new-moon-twilight-2_105/index.html,four,12.86,instock,11.23
Life,life_104/index.html,five,31.58,instock,27.58
Kindle Paperwhite User's Guide,kindle-paperwhite-users-guide_103/index.html,three,34.0,instock,29.69
H is for Hawk,h-is-for-hawk_102/index.html,five,57.42,instock,50.14
Girl Online On Tour (Girl Online #2),girl-online-on-tour-girl-online-2_101/index.html,one,53.47,instock,46.69
"Fruits Basket, Vol. 2 (Fruits Basket #2)",fruits-basket-vol-2-fruits-basket-2_100/index.html,five,11.64,instock,10.17
Diary of a Minecraft Zombie Book 1: A Scare of a Dare (An Unofficial Minecraft Book),diary-of-a-minecraft-zombie-book-1-a-scare-of-a-dare-an-unofficial-minecraft-book_99/index.html,four,52.88,instock,46.18
"Y: The Last Man, Vol. 1: Unmanned (Y: The Last Man #1)",y-the-last-man-vol-1-unmanned-y-the-last-man-1_98/index.html,four,18.51,instock,16.16
While You Were Mine,while-you-were-mine_97/index.html,five,41.32,instock,36.08
Where Lightning Strikes (Bleeding Stars #3),where-lightning-strikes-bleeding-stars-3_96/index.html,three,39.77,instock,34.73
When I'm Gone,when-im-gone_95/index.html,three,51.96,instock,45.38
Ways of Seeing,ways-of-seeing_94/index.html,five,39.51,instock,34.5
"Vampire Knight, Vol. 1 (Vampire Knight #1)",vampire-knight-vol-1-vampire-knight-1_93/index.html,one,15.4,instock,13.45
Vampire Girl (Vampire Girl #1),vampire-girl-vampire-girl-1_92/index.html,two,53.82,instock,47.0
Twenty Love Poems and a Song of Despair,twenty-love-poems-and-a-song-of-despair_91/index.html,four,30.95,instock,27.03
Travels with Charley: In Search of America,travels-with-charley-in-search-of-america_90/index.html,five,57.82,instock,50.49
Three Wishes (River of Time: California #1),three-wishes-river-of-time-california-1_89/index.html,two,44.18,instock,38.58
This One Moment (Pushing Limits #1),this-one-moment-pushing-limits-1_88/index.html,one,48.71,instock,42.54
The Zombie Room,the-zombie-room_87/index.html,five,19.69,instock,17.2
"The Wicked + The Divine, Vol. 1: The Faust Act (The Wicked + The Divine)",the-wicked-the-divine-vol-1-the-faust-act-the-wicked-the-divine_86/index.html,two,36.52,instock,31.89
The Tumor,the-tumor_85/index.html,five,41.56,instock,36.29
The Story of Hong Gildong,the-story-of-hong-gildong_84/index.html,four,43.19,instock,37.72
The Silent Wife,the-silent-wife_83/index.html,five,12.34,instock,10.78
The Silent Twin (Detective Jennifer Knight #3),the-silent-twin-detective-jennifer-knight-3_82/index.html,three,36.25,instock,31.66
The Selfish Gene,the-selfish-gene_81/index.html,one,29.45,instock,25.72
The Secret Healer,the-secret-healer_80/index.html,three,34.56,instock,30.18
"The Sandman, Vol. 1: Preludes and Nocturnes (The Sandman (volumes) #1)",the-sandman-vol-1-preludes-and-nocturnes-the-sandman-volumes-1_79/index.html,three,54.12,instock,47.26
The Republic,the-republic_78/index.html,three,33.78,instock,29.5
The Odyssey,the-odyssey_77/index.html,three,29.64,instock,25.88
The No. 1 Ladies' Detective Agency (No. 1 Ladies' Detective Agency #1),the-no-1-ladies-detective-agency-no-1-ladies-detective-agency-1_76/index.html,four,57.7,instock,50.39
The Nicomachean Ethics,the-nicomachean-ethics_75/index.html,one,36.34,instock,31.74
The Name of the Wind (The Kingkiller Chronicle #1),the-name-of-the-wind-the-kingkiller-chronicle-1_74/index.html,three,50.59,instock,44.18
The Mirror & the Maze (The Wrath and the Dawn #1.5),the-mirror-the-maze-the-wrath-and-the-dawn-15_73/index.html,one,29.38,instock,25.66
The Little Prince,the-little-prince_72/index.html,two,45.42,instock,39.66
The Light of the Fireflies,the-light-of-the-fireflies_71/index.html,one,54.43,instock,47.53
The Last Girl (The Dominion Trilogy #1),the-last-girl-the-dominion-trilogy-1_70/index.html,two,36.26,instock,31.67
The Iliad,the-iliad_69/index.html,one,16.16,instock,14.11
The Hook Up (Game On #1),the-hook-up-game-on-1_68/index.html,five,36.29,instock,31.69
The Haters,the-haters_67/index.html,five,27.89,instock,24.36
The Girl You Lost,the-girl-you-lost_66/index.html,five,12.29,instock,10.73
The Girl In The Ice (DCI Erika Foster #1),the-girl-in-the-ice-dci-erika-foster-1_65/index.html,three,15.85,instock,13.84
The End of the Jesus Era (An Investigation #1),the-end-of-the-jesus-era-an-investigation-1_64/index.html,one,14.4,instock,12.58
The Edge of Reason (Bridget Jones #2),the-edge-of-reason-bridget-jones-2_63/index.html,four,19.18,instock,16.75
The Complete Maus (Maus #1-2),the-complete-maus-maus-1-2_62/index.html,three,10.64,instock,9.29
The Communist Manifesto,the-communist-manifesto_61/index.html,three,14.76,instock,12.89
The Bhagavad Gita,the-bhagavad-gita_60/index.html,three,57.49,instock,50.21
The Bette Davis Club,the-bette-davis-club_59/index.html,three,30.66,instock,26.77
The Art of Not Breathing,the-art-of-not-breathing_58/index.html,four,40.83,instock,35.66
Taking Shots (Assassins #1),taking-shots-assassins-1_57/index.html,two,18.88,instock,16.49
Starlark,starlark_56/index.html,three,25.83,instock,22.56
"Skip Beat!, Vol. 01 (Skip Beat! #1)",skip-beat-vol-01-skip-beat-1_55/index.html,three,42.12,instock,36.78
Sister Sable (The Mad Queen #1),sister-sable-the-mad-queen-1_54/index.html,three,13.33,instock,11.64
Shatter Me (Shatter Me #1),shatter-me-shatter-me-1_53/index.html,one,42.4,instock,37.03
Shameless,shameless_52/index.html,three,58.35,instock,50.96
Shadow Rites (Jane Yellowrock #10),shadow-rites-jane-yellowrock-10_51/index.html,four,21.72,instock,18.97
Settling the Score (The Summer Games #1),settling-the-score-the-summer-games-1_50/index.html,two,44.91,instock,39.22
Sense and Sensibility,sense-and-sensibility_49/index.html,one,37.46,instock,32.71
"Saga, Volume 1 (Saga (Collected Editions) #1)",saga-volume-1-saga-collected-editions-1_48/index.html,one,28.48,instock,24.87
"Rhythm, Chord & Malykhin",rhythm-chord-malykhin_47/index.html,two,28.34,instock,24.75
"Rat Queens, Vol. 1: Sass & Sorcery (Rat Queens (Collected Editions) #1-5)",rat-queens-vol-1-sass-sorcery-rat-queens-collected-editions-1-5_46/index.html,five,46.96,instock,41.01
Paradise Lost (Paradise #1),paradise-lost-paradise-1_45/index.html,one,24.96,instock,21.8
"Paper Girls, Vol. 1 (Paper Girls #1-5)",paper-girls-vol-1-paper-girls-1-5_44/index.html,four,21.71,instock,18.96
"Ouran High School Host Club, Vol. 1 (Ouran High School Host Club #1)",ouran-high-school-host-club-vol-1-ouran-high-school-host-club-1_43/index.html,three,29.87,instock,26.09
Origins (Alphas 0.5),origins-alphas-05_42/index.html,one,28.99,instock,25.32
One Second (Seven #7),one-second-seven-7_41/index.html,two,52.94,instock,46.23
On the Road (Duluoz Legend),on-the-road-duluoz-legend_40/index.html,three,32.36,instock,28.26
Old Records Never Die: One Man's Quest for His Vinyl and His Past,old-records-never-die-one-mans-quest-for-his-vinyl-and-his-past_39/index.html,two,55.66,instock,48.61
Off Sides (Off #1),off-sides-off-1_38/index.html,five,39.45,instock,34.45
Of Mice and Men,of-mice-and-men_37/index.html,two,47.11,instock,41.14
Myriad (Prentor #1),myriad-prentor-1_36/index.html,four,58.75,instock,51.31
My Perfect Mistake (Over the Top #1),my-perfect-mistake-over-the-top-1_35/index.html,two,38.92,instock,33.99
"Ms. Marvel, Vol. 1: No Normal (Ms. Marvel (2014-2015) #1)",ms-marvel-vol-1-no-normal-ms-marvel-2014-2015-1_34/index.html,four,39.39,instock,34.4
Meditations,meditations_33/index.html,two,25.89,instock,22.61
Matilda,matilda_32/index.html,one,28.34,instock,24.75
Lost Among the Living,lost-among-the-living_31/index.html,four,27.7,instock,24.19
Lord of the Flies,lord-of-the-flies_30/index.html,three,24.89,instock,21.74
Listen to Me (Fusion #1),listen-to-me-fusion-1_29/index.html,three,58.99,instock,51.52
Kitchens of the Great Midwest,kitchens-of-the-great-midwest_28/index.html,five,57.2,instock,49.95
Jane Eyre,jane-eyre_27/index.html,five,38.43,instock,33.56
Imperfect Harmony,imperfect-harmony_26/index.html,four,34.74,instock,30.34
Icing (Aces Hockey #2),icing-aces-hockey-2_25/index.html,four,40.44,instock,35.32
